74,Lose Yourself,Eminem,330,angry,Look' if you had one shot' one opportunity To seize everything you ever wantedâ¦One moment Would you capture it or just let it slip?  His palms are sweaty' knees weak' arms are heavy There's vomit on his sweater already' mom's spaghetti He's nervous' but on the surface he looks calm and ready To drop bombs' but he keeps on forgettin What he wrote down' the whole crowd goes so loud He opens his mouth' but the words won'te out He's chokin' how everybody's jokin now The clock's run out' time's up over' bloah! Snap back to reality' Oh there goes gravity Oh' there goes Rabbit' he choked He's so mad' but he won't give up that Is he? No He won't have it ' he knows his whole back city's ropes It don't matter' he's dope He knows that' but he's broke He's so stacked that he knows When he goes back to his mobile home' that's when it's Back to the lab again yo This whole rap shit He better go capture this moment and hope it don't pass him You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo  The soul's escaping' through this hole that it's gaping This world is mine for the taking Make me king' as we move toward a' new world order A normal life is borin' but superstardom's close to post mortar It only grows harder' only grows hotter He blows us all over these hoes is all on him Coast to coast shows' he's know as the globetrotter Lonely roads' God only knows He's grown farther from home' he's no father He goes home and barely knows his own daughter But hold your nose cuz here goes the cold water His bosses don't want him no mo' he's cold product They moved on to the next schmoe who flows He nose dove and sold nada So the soap opera is told and unfolds I suppose it's old potna' but the beat goes on Da da dum da dum da da You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo  No more games' I'ma change what you call rage Tear this mothafuckin roof off like 2 dogs caged I was playin in the beginnin' the mood all changed I been chewed up and spit out and booed off stage But I kept rhymin and stepwritin the next cypher Best believe somebody's payin the pied piper All the pain inside amplified by the fact That I can't get by with my 9 to 5 And I can't provide the right type of life for my family Cuz man' these goddam food stamps don't buy diapers And it's no movie' there's no Mekhi Phifer' this is my life And these times are so hard and it's getting even harder Tryin to feed and water my seed' plus See dishonor caught up bein a father and a prima donna Baby mama drama's screamin on and Too much for me to wanna Stay in one spot' another jam or not Has gotten me to the point' I'm like a snail I've got to formulate a plot fore I end up in jail or shot Success is my only mothafuckin option' failure's not Mom' I love you' but this trail has got to go I cannot grow old in Salem's lot So here I go is my shot. Feet fail me not cuz maybe the only opportunity that I got You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo You better lose yourself in the music' the moment You own it' you better never let it go You only get one shot' do not miss your chance to blow This opportunityes once in a lifetime yo  You can do anything you set your mind to' man  
75,Lunchbox,Marilyn Manson,274,angry,"The big bully try to stick his finger in my chest Try to tell me, tell me he's the best But i don't really give a good goddamn cause I got my lunchbox and i'm armed real well I got my lunchbox and i'm armed real well I got my lunchbox and i'm armed real well I wanna grow up I wanna be a big rock and roll star I wanna grow up I wanna be So no one fucks with me I got the pencils in my pocket, try to put me down Wanna go out, gotta get out To the playground, gonna throw down at the playground I wanna go out Next motherfucker gonna get my metal Next motherfucker gonna get my metal Next motherfucker gonna get my metal Next motherfucker gonna get my metal Pow pow pow, pow pow pow, pow pow pow, pow pow pow I wanna grow up I wanna be a big rock and roll star I wanna grow up I wanna be So no one fucks with me I wanna grow up I wanna be a big rock and roll star I wanna grow up I wanna be So no one fucks with me I wanna grow up I wanna be a big rock and roll star I wanna grow up I wanna be So no one fucks with me "
76,Marshall Mathers,Eminem,323,angry,"You know I just don't get it Last year I was nobody This year I'm selling records Now everybody wants to come around like I owe em something Heh, the fuck you want from me, ten million dollars? Get the fuck out of here   You see I'm, just Marshall Mathers (Marshall Mathers) I'm just a regular guy, I don't know why all the fuss about me (fuss about me) Nobody ever gave a fuck before, all they did was doubt me (did was doubt me) Now everybody wanna run they mouth and try to take shots at me (take shots at me)   Yo, you might see me jogging, you might see me walking You might see me walking a dead rottweiler dog with it's head chopped off in the park with a spiked collar hollerin at him cause the son of a bitch won't quit barkin (grrrr, ARF ARF) Or leanin out a window, with a cocked shotgun Drivin up the block in the car that they shot 'Pac in Lookin for Big's killers, dressed in ridiculous blue and red like I don't see what the big deal is Double barrel twelve gauge bigger than Chris Wallace Pissed off, cause Biggie and 'Pac just missed all this Watchin all these cheap imitations get rich off 'em and get dollars that shoulda been there's like they switched wallets And amidst all this Crist' poppin and wristwatches I had to sit back and just watch and just get nauseous and walk around with an empty bottle of Remi Martin startin shit like some 26-year-old skinny Cartman (""God damnit!"") I'm anti-Backstreet and Ricky Martin with instincts to kill N'Sync, don't get me started These fuckin brats can't sing and Britney's garbage What's this bitch retarded? Gimme back my sixteen dollars All I see is sissies in magazines smiling Whatever happened to whylin out and bein violent? Whatever happened to catchin a good-ol' fashioned passionate ass-whoopin and gettin your shoes coat and your hat tooken? New Kids on the Block, sucked a lot of dick Boy/girl groups make me sick And I can't wait 'til I catch all you faggots in public I'ma love it.. (hahaha) Vanilla Ice don't like me (uh-uh) Said some shit in Vibe to spite me (yup) Then went and dyed his hair just like me (hehe) A bunch of little kids wanna swear just like me and run around screamin, ""I don't care, just bite me"" (nah nah) I think I was put here to annoy the world and destroy your little 4-year-old boy or girl Plus I was put here to put fear in faggots who spray Faygo Root Beer and call themselves ""Clowns"" cause they look queer Faggot2Dope and Silent Gay Claimin Detroit, when y'all live twenty miles away (fuckin punks) And I don't wrestle, I'll knock you fuckin faggots the fuck out Ask 'em about the club they was at when they snuck out after they ducked out the back when they saw us and bugged out (AHHH!) Ducked down and got paintballs shot at they truck, blaow! Look at y'all running your mouth again when you ain't seen a fucking Mile Road, South of 10 And I don't need help, from D-12, to beat up two females in make-up, who may try to scratch me with Lee Nails ""Slim Anus,"" you damn right, Slim Anus I don't get fucked in mine like you two little flaming faggots!   Cause I'm, just Marshall Mathers (Marshall Mathers) I'm not a wrestler guy, I'll knock you out if you talk about me (you talk about me) Come and see me on the streets alone if you assholes doubt me (assholes doubt me) And if you wanna run your mouth then come take your best shot at me (your best shot at me)   Is it because you love me that y'all expect so much of me? You little groupie bitch, get off me, go fuck Puffy Now because of this blonde mop that's on top and this fucked up head that I've got, I've gone pop? The underground just spunned around and did a 360 Now these kids diss me and act like some big sissies ""Oh, he just did some shit with Missy, so now he thinks he's too big to do some shit with MC Get-Bizzy"" My fuckin bitch mom's suin for ten million She must want a dollar for every pill I've been stealin Shit, where the fuck you think I picked up the habit? All I had to do was go in her room and lift up her mattress Which is it bitch, Mrs. Briggs or Ms. Mathers? It doesn't matter your [attorney Fred Gibson's a] faggot! Talkin about I fabricated my past He's just aggravated I won't ejaculate in his ass (Uhh!) So tell me, what the hell is a fella to do? For every million I make, another relative sues Family fightin and fussin over who wants to invite me to supper All the sudden, I got 90 some cousins (Hey it's me!) A half-brother and sister who never seen me or even bothered to call me until they saw me on TV Now everybody's so happy and proud I'm finally allowed to step foot in my girlfriend's house Hey-hey! And then to top it off, I walked to the newsstand to buy this cheap-ass little magazine with a food stamp Skipped to the last page, flipped right fast and what do I see? A picture of my big white ass Okay, let me give you motherfuckers some help: uhh, here - DOUBLE XL, DOUBLE XL Now your magazine shouldn't have so much trouble to sell Ahh fuck it, I'll even buy a couple myself   You see I'm, just Marshall Mathers (Marshall Mathers) I'm just a regular guy, I don't know why all the fuss about me (fuss about me) Nobody ever gave a fuck before, all they did was doubt me (did was doubt me) Now everybody wanna run they mouth and try to take shots at me (take shots at me) You see I'm, just Marshall Mathers (Marshall Mathers) I'm just a regular guy, I don't know why all the fuss about me (fuss about me) Nobody ever gave a fuck before, all they did was doubt me (did was doubt me) Now everybody wanna run they mouth and try to take shots at me (take shots at me) "
77,Master Of Puppets,Metallica,517,angry,"End of passion play, crumbling away I'm your source of self-destruction Veins that pump with fear, sucking darkest clear Leading on your deaths construction  Taste me you will see More is all you need You're dedicated to How I'm killing you  Come crawling faster Obey your Master Your life burns faster Obey your Master Master Master of Puppets I'm pulling your strings Twisting your mind and smashing your dreams Blinded by me, you can't see a thing Just call my name, `cause I'll hear you scream Master, master Just call my name, `cause I'll hear you scream Master, master  Needlework the way, never you betray life of death becoming clearer Pain monopoly, ritual misery Chop your breakfast on a mirror  Taste me you will see More is all you need Oou're dedicated to How I'm killing you  Come crawling faster Obey your Master Your life burns faster Obey your Master Master Master of Puppets I'm pulling your strings Twisting your mind and smashing your dreams Blinded by me, you can't see a thing Just call my name, `cause I'll hear you scream Master, master Just call my name, `cause I'll hear you scream Master, master  Master, Master, Where's the dreams that I've been after? Master, Master, You promised only lies Laughter, Laughter, All I hear and see is laughter Laughter, Laughter, laughing at my cries  Hell is worth all that, natural habitat Just a rhyme without a reason Neverending maze, drift on numbered days Now your life is out of season  I will occupy I will help you die I will run through you Now i rule you too  Come crawling faster Obey your Master Your life burns faster Obey your Master Master Master of Puppets I'm pulling your strings Twisting your mind and smashing your dreams Blinded by me, you can't see a thing Just call my name, `cause I'll hear you scream Master, master Just call my name, `cause I'll hear you scream Master, master  "
78,Maybe,Kelly Clarkson,267,angry,"I am strong but I break I am stubborn And I make plenty of mistakes Yeah I am hard And life with me is never easy To figure out, to love I am jaded but oh so lovely All you have to do is hold me And you will know and you will see just how sweet it can be If you will trust me, love me, let me Maybe, maybe Someday When we\'re at the same place When we\'re on the same road When it\'s okay to hold my hand Without feeling lost Without all the excuses When it\'s just because you love me, you let me, you need me Then maybe, maybe All you have to do is hold me And you will know and you will see just how sweet it can be If you will trust me, love me, let me I am confusing as hell I am north and south And I\'ll probably never have it all figured out But what I know is I wasn\'t meant to walk this world without you And I promise I\'ll try Yeah I am gonna try to give you every little part of me Every single detail you missed with your eyes Then maybe Maybe, yeah maybe One day We\'ll meet again and you will need me, you will see me completely Every little bit Oh yeah maybe you will love me, you will love me then I don\'t want to be tough And I don\'t want to be proud I don\'t need to be fixed and I certainly don\'t need to be found I am not lost I need to be loved I just need to be loved I just want to be loved by you and I won\'t stop \'cause I believe That maybe, yeah maybe Maybe, yeah maybe... Maybe...  I should know better than to touch the fire twice But I am thinking maybe, yeah maybe you might Maybe, love maybe "
79,Motivation,SUM 41,171,angry,"Whatâ²s the difference of never knowing at all? When every step I take is always too small. Maybe itâ²s just something I canâ²t admit but lately, I feel like I donâ²t give a shit. Motivation such an aggravation, Accusations donâ²t know how to take them. Inspirationâ²s getting hard to fake it. Concentrationâ²s never hard to brake it. Situation never what you want it to be. Whatâ²s the point of never making mistakes? Self-indulgence is such a hard habit to brake. Itâ²s all just a waste of time in the end. I donâ²t care so why should I even pretend. Motivation such an aggravation, Accusations donâ²t know how to take them. Inspirationâ²s getting hard to fake it. Concentrationâ²s never hard to brake it. Situation never what you want it. Nothingâ²s new, everythingâ²s the same. It keeps on dragging me down, itâ²s getting kind of lame. Iâ²m falling further behind, thereâ²s nothing to explain. No matter what you say nothing â²s gonna change my mind. Canâ²t pretend on doubt until the end. It seems like leaving friends has become This years trend and though I canâ²t pretend. Itâ²s not the same but whoâ²s to blame, or all those stupid things I never said. Motivation such an aggravation, Accusations donâ²t know how to take them. Inspirationâ²s getting hard to fake it. Concentrationâ²s never hard to brake it. Motivation such an aggravation, Accusations donâ²t know how to take them. Inspirationâ²s getting hard to fake it. Concentrationâ²s never hard to brake it. Situation never what you want it to be.  Never what you want it to be. Never what you want it to be. "
80,Motorbreath,Metallica,202,angry,Living and dying laughing and crying Once you have seen it you will never be the same Life in the fast lane is just how it seems Hard and it is heavy dirty and mean Motorbreath Its how I live my life I can't take it any other way Motorbreath The sign of living fast It is going to take Your breath away Don't stop for nothing its full speed or nothing I am taking down you know whatever is in my way Getting your kicks as you are shooting the line Sending the shivers up and down your spine Motorbreath Its how I live my life I can't take it any other way Motorbreath The sign of living fast It is going to take Your breath away Those people who tell you not to take chances They are all missing on what life is about You only live once so take hold of the chance Don't end up like others the same song and dance Motorbreath Its how I live my life I can't take it any other way Motorbreath The sign of living fast It is going to take Your breath away 
81,Mr. Know It All,Kelly Clarkson,235,angry,"Well you think you know it all But you donât know a thing at all Ainât it something yâall When somebody tells you something âbout you Think that they know more than you do So you take it down, another pill to swallow Mr. Bring Me Down Well you like to bring me down, donât ya? But I ainât laying down Baby I ainât going down Canât nobody tell me how itâs gonna be Nobodyâs gonna make a fool out of me Babe, you should know that I lead, not follow  Oh you think that you know me Thatâs why Iâm leaving you lonely  âCause babe, you donât know a thing about me You donât know a thing about me You ainât got the right to tell me When and where to go, no right to tell me Acting like you own me lately Yeah, baby, you donât know a thing about me You donât know a thing about me Mr. Play Your Games Only got yourself to blame When you want me back again But I ainât fallinâ back again âCause Iâm living my truth without your lies Letâs be clear, baby  this is goodbye I ainât cominâ back tomorrow Oh you think that you know me Thatâs why Iâm leaving you lonely âCause babe, you donât know a thing about me You donât know a thing about me You ainât got the right to tell me When and where to go, no right to tell me Acting like you own me lately Yeah, baby, you donât know a thing about me You donât know a thing about me So what, youâve got the world at your feet And you know everything about everything But you donât You still think Iâm cominâ back but baby, youâll see Oh you think that you know me Thatâs why Iâm leaving you lonely âCause babe, you donât know a thing about me You donât know a thing about me You ainât got the right to tell me When and where to go, no right to tell me Acting like you own me lately Yeah, baby, you donât know a thing about me You donât know a thing about me Mr. Know It All Well you think you know it all But you donât know a thing at all Yeah, baby, you donât know a thing about me You donât know a thing about me "
82,Music Box,Eminem,310,angry,"Yo, yeah girl, Can you hear that? It's playing our song.. Are you sleepy? Take a nap.. You're not afraid of the dark? Are you.?  You hear the beat as it makes ya not wanna go to sleep I knock on Dakota's door, its locked so I go to creep round the back, with binoculars, not cause I wanna peep But because I'm hungry she smells like tacos I wanna eat Visions of hot chocolatey marshmallows all so sweet With sugar plums, oh look here comes Marshall he's on your street He's placing hot smoldering charcoals beneath your feet Now walk on 'em, he's dancing with carcasses cheek to cheek Like a Thanksgiving turkey, or holiday ham Cinnamon sprinkled on toast, strawberry marmalade jam Flavor my favorite graham crackers with John Bennet Rams I guess a modern day Jack the Ripper is all that I am  Cos when the lights are off, I see the girls asleep (My music box) But I can hear my luck keep calling me (My music box) When were worlds apart, you mean the world to me (My music box) ? I will answer (My music box)  Cos when the lights are off, I see the girls asleep (My music box) I hear my music box, playing a song for me (My music box) So when she twirls around do a whirl for me (My music box) ? (My music box)  I almost look comatose, who wants to be sober gross I foam like a Doberman, mouth open I overdose Put coke up my nostrils, in both my holes and I plug my nose My pupils quadruple in size, eyes are so bugged I know I put on my mother's make up, get naked and run around Wavin' the gun around, I think Iâm down to a hundred pounds There's thunder, I wonder how come it rains but the sun is out The devils upset with his wife, they must be sluggin' it out I must be buggin' the f-ck out, but what the f-ck about? Voices are leading me up to the attic, I love my house They pull and they tug my blouse, the sound of a music box Comes from inside a toy chest, but what do I do, it's locked I pick it and open it but itâs stuffed full of human parts I dig till I find it, I wind it up and the tune just starts Its playing a song, so beautiful and the room is dark The moon is full, I smell a funeral, guess I'll loom in the park  Cos when the lights are off, I see the girls asleep (My music box) But I can hear my luck keep calling me (My music box) When were worlds apart, you mean the world to me (My music box) ? I will answer (My music box)  Cos when the lights are off, I see the girls asleep (My music box) But I can hear my luck keep calling me (My music box) When were worlds apart, you mean the world to me (My music box) ? I will answer (My music box)  I'm fixated on asphyxiating and breakin' this little chick's Neck like a pixie stick The sick Satan worshippin', bitches get horse-whippins, I'm in the back, through the back door, slip in Through the crack leavin' the corpse drippin' The mortician of love, sent from above, forced and treat em all stingy I've become Been doin' this for more than a quarter century, I'm just numb Am I dreamin', is it real Someone pinch me on the buns The time has come to tie her up, gotta roll me the ladder I'd had enough of the chatter, climb up to the window, look at her then climb in and slowly shatter her brain matter and batter her with the bat, a matter of fact that will splatter her But before I do that, I'll have a chat to flatter her Give her two compliments, back-to-back, like Tabatha I'm your secret admirer, I'm back to ravish ya So strong is your fight, but your no match for Dracula Prolonging her plight, as I go back to stabbin' her Dismember her limbs, simple as that, cadaver her Zoom in with the lens, then pan back, the camera Stand back, cuz here comes your man Jack, so Pamela  Cos when the lights are off, I see the girls asleep (My music box) But I can hear my luck keep calling me (My music box) When were worlds apart, you mean the world to me (My music box) ? I will answer (My music box)  Cos when the lights are off, I see the girls asleep (My music box) But I can hear my luck keep calling me (My music box) When were worlds apart, you mean the world to me (My music box) ? I will answer (My music box)  "
83,My Derailment,Adelitas Way,217,angry,"Yeah, yeah  Yeah, yeah  So fake that You hate it A city that seems so jaded I can't, I can't end up like that  It's all about what you're driving you know In a second It'll swallow you whole So fast just like that, you're way off track  To all you Who want to You want to it just ain't worth it To all you Who need to You need to know I don't give a fuck that you can't stand me I've finally had enough of what you're sayin' Now you're talking tough 'cause you back-stabbed me You're my derailment So sick and So shameless So I'd never stop by saying Do you know, you know, who I am  It's not about what you're driving you know 'Cause when it's gone you'll be standing alone So fast, just like that You turned your back  To all you Who want to You want to it just ain't worth it To all you Who need to You need to know I don't give a fuck that you can't stand me I've finally had enough of what you're sayin' Now you're talking tough 'cause you back-stabbed me You're my derailment It's funny how you lie and try to wreck me It's funny how you're falling on your face I'm never going to let you disrespect me You're my derailment  Ohhhhhhhhhhh, yeahhh  I don't give a fuck that you can't stand me I've finally had enough so gone away Now you're talking tough 'cause you back-stabbed me You're my derailment It's funny how you lie and try to wreck me It's funny how you're falling on your face I'm never going to let you disrespect me You're my derailment  Where do we go from here If everything's so unclear Too late to be back for my lonely She,too late to turn back time I'll never make it out alive Until the day I see through all your lies  "
84,My Life Would Suck Without You,Kelly Clarkson,215,angry,"Guess this means youâre sorry Youâre standing at my door Guess this means you take back All you said before Like how much you wanted Anyone but me Said youâd never come back But here you are again  Cause we belong together now Forever united here somehow You got a piece of me  And honestly, My life would suck without you Maybe I was stupid for telling you goodbye Maybe I was wrong for tryin' to pick a fight I know that I've got issues But you're pretty messed up too Either way, I found out I'm nothing without you Cause we belong together now Forever united here somehow You got a piece of me  And honestly, My life would suck without you Being with you Is so disfunctional I really shouldn't miss you But I canât let you go Oh yeah  Cause we belong together now Forever united here somehow You got a piece of me And honestly, My life would suck without you Cause we belong together Forever united here somehow You got a piece of me And honestly, My life would suck without you  "
85,Never Again,Kelly Clarkson,222,angry,I hope the ring you gave to her turns her finger green I hope when you re in bed with her You think of me I would never wish bad things But I don t wish you well Could you tell by the flames that burned your words  I never read your letter Cause I knew what you d say Give me that Sunday school answer Try and make it all ok  Does it hurt To know I ll never be there Bet it sucks See my face everywhere It was you Who chose to end it like you did I was the last to know You knew Exactly what you would do Don t say You simply lost your way She may believe you but I never will Never again  If she really knows the truth She deserves you A trophy wife oh~ how cute Ignorance is bliss But when your day comes and he s through with you And he ll be through with you You ll die together but alone  You wrote me in a letter You couldn t say it right to my face Give me that Sunday school answer Repent yourself away  Does it hurt To know I ll never be there Bet it sucks See my face everywhere It was you Who chose to end it like you did I was the last to know You knew Exactly what you would do Don t say You simply lost your way They may believe you but I never will Never again  Never again will I hear you Never again will I miss you Never again will I fall to you Never Never again will I kiss you Never again will I want to Never again will I love you Never  Does it hurt To know I ll never be there Bet it sucks See my face everywhere It was you Who chose to end it like you did I was the last to know You knew Exactly what you would do Don t say You simply lost your way They may believe you but I never will I never will I never will Never again 
86,Nookie,Limp Bizkit,266,angry,"I came into this world as a reject Look into these eyes Then you'll see the size of the flames Dwellin on the past Its burnin up my brain Everyone that burns has to learn from the pain Hey, i think about the day My girlie ran away with my pay My fellas came to play Now shes stuck with my homies that she fucked And i'm just a sucker with a lump in my throat Hey, like a chump, hey--7x Should i be feelin bad (no) Should i be fellin good (no) Its kinda sad I'm the laughing stock of the neighborhood And you would think that i would be movin on But i'm a sucka like i said Fucked up in the head, not And maybe she just made a mistake And i should give her a break My heart'll ache, either way Hey, what the hell you want me to say I won't lie That i can't deny I did it all for the nookie, come on The nookie, come on So you can take the cookie and stick it up your(yea)-3x I did it all for the nookie, come on The nookie, come on So you can take the cookie and stick it up your (yea)-3x Why did it take so long Why did i wait so long, huh To figure it out But i did it And i'm the only one Underneath the sun who didn't get it I can't believe that could be decieved (but you were)by my so called girl, but in reality Had a hidden agenda She put my tender heart in a blender And still i surrendered Hey,like a chump, hey--7x I did it all for the nookie, come on The nookie, come on So you can take the cookie and stick it up your(yea)-3x I did it all for the nookie, come on The nookie, come on So you can take the cookie and stick it up your (yea)-3x I'm only human So for your friends give you their advice They'll tell you, to just let it go Its easier said than done I appreciate it, i do, but Just leave me alone, leave me alone Just leave me alone Nothings gunna change You can go away I'm just gunna stay here and always be the same Ain't nothing gunna change Cuz you can go away And i'm just gunna stay here and always be the same So you can take the cookie and stick it up your (yea)-3x "
87,Nothing Else Matters,Metallica,392,angry,"so close no matter how far couldn't be much more from the heart forever trust in who we are and nothing else matters never opened myself this way life is ours, we live it our way all theese i don't just say and nothing else matters trust i seek and i find in you every day for us something new open mind for a different view and nothing else matters never cared for what they do never cared for what they know but i know so close no matter how far couldn't be much more from the heart forever trust in who we are and nothing else matters never cared for what they do never cared for what they know but i know never opened myself this way life is ours, we live it our way all theese words i don't just say and nothing else matters trust i seek and i find in you every day for us domething new open mind for a different view and nothing else matters never cared for what they say never cared for games they play never cared for what they do never cared for what they know and i know so close no matter how far couldn't be much more from the heart forever trust in who we are no nothing else matters "
88,One Mic,Nas,269,angry,"Yo, all I need is one mic, one beat, one stage One nigga front, my face on the front page Only if I had one gun, one girl and one crib One God to show me how to do things his son did Pure, like a cup of virgin blood; mixed with 151, one sip'll make a nigga flip Writin names on my hollow tips, plottin shit Mad violence who I'm gon' body, this hood politics Ackowledge it, leave bodies chopped up in garbages Seeds watch us, grow up and try to follow us  One knee I ducked, could it be my time is up But my luck, I got up, the cop shot again Bus stop glass bursts, a fiend drops his Heineken Richochetin between the spots that I'm hidin in  This is my hood I'ma rep, to the death of it 'til everybody come home, little niggaz is grown Hoodrats, don't abortion your womb, we need more warriors soon Sent from the star sun and the moon In this life of police chases street sweepers and coppers Stick-up kids with no conscience, leavin victims with doctors IF YOU REALLY THINK YOU READY TO DIE, WITH NINES OUT THIS IS WHAT NAS IS BOUT, NIGGA THE TIME IS NOW!  Yo, all I need is one mic.. All I need is one mic.. that's all I need All I need is one mic.. all I need niggaz All I need is one mic.. yeah  All I need is one blunt, one page, and one pen One prayer - tell God forgive me for one sin Matter fact maybe more than one, look back at all the hatred against me, fuck alla them Jesus died at age 33, there's thirty-three shots from twin glocks there's sixteen apiece, that's thirty-two Which means, one of my guns was holdin 17 Twenty-seven hit your crew, six went into you Everybody gotta die sometime; hope your funeral never gets shot up, bullets tear through the innocent Nothin is fair, niggaz roll up, shootin from wheelchairs My heart is racin, tastin revenge in the air I let the shit slide for too many years, too many times Now I'm strapped with a couple of macs, too many nines If y'all niggaz really wit me get busy load up the semis Do more than just hold it explode the clip until you empty There's nothin in our way - they bust, we bust, they rust, we rust Led flyin, feel it?  I feel it in my gut THAT WE TAKE THESE BITCHES TO WAR, LIE 'EM DOWN CAUSE WE STRONGER NOW MY NIGGA THE TIME IS NOW!!  All I need is one mic.. that's all I need, that's all I need All I need is one mic.. there's nuttin else in the world All I need is one mic.. that's all a nigga need to do his thing y'know All I need is one mic..  ALL I NEED IS ONE LIFE, ONE TRY, ONE BREATH I'M ONE MAN WHAT I STAND FOR SPEAKS FOR ITSELF, THEY DON'T UNDERSTAND Or wanna see me on top, too egotistical Talkin all that slick shit, the same way these bitches do Wonder what my secrets is, niggaz'll move on you only if they know, what your weakness is I have none Too late to grab guns I'm blastin cause I'm a cool nigga Thought I wouldn't have that ass done?  Fooled you niggaz What you call a infinite brawl, eternal souls clashin War gets deep, some beef is everlastin Complete with thick scars, brothers knifin each other up in prison yards, drama, where does it start? You know the block was ill as a youngster Every night it was like a, cop would get killed body found in the dumpster For real a hustler, purchased my Range, niggaz throwin dirt on my name Jealous cause fiends got they work and complain Bitches left me cause they thought I was finished Shoulda knew she wasn't true she came to me when her man caught a sentence Diamonds are blindin, I never make the same mistakes Movin with a change of pace, lighter load, see now the king is straight Swellin my melon cause none of these niggaz real Heard he was, tellin police, how can a kingpin squeal? This is crazy, I'm on the right track I'm finally found You need some soul searchin, the time is now  All I need is one mic.. yeah, yeah yeah yeah All I need is one mic.. that's all I ever needed in this world, fuck cash All I need is one mic.. fuck the cars, the jewelry All I need is one mic.. to spread my voice to the whole world "
89,Only,Nine Inch Nails,701,angry,"I'm becoming less defined, as days go by Fading away, well you might say I'm losing focus Kinda drifting into the abstract in terms of how I see myself  Sometimes, I think I can see right through myself Sometimes, I think I can see right through myself Sometimes, I can see right through myself  Less concerned, about fitting into the world Your world that is, cause it doesn't really matter anymore (no, it doesn't really matter anymore) No, it doesn't really matter anymore None of this sh... really matters anymore  Yes I am alone but then again I always was As far back as I can tell, I think maybe it's because because you were never really real to begin with I just made you up, to hurt myself  I just made you up to hurt myself Yeah, and I just made you up to hurt myself I just made you up to hurt myself Yeah, and I just made you up to hurt myself  And it worked Yes it did!  There is no you, there is only me There is no you, there is only me There is no fucking you, there is only me There is no fucking you, there is only me  Only Only Only Only  Well the tiniest little dot caught my eye and it turned out to be a scab And I had this funny feeling, like I just knew it's something bad  I just couldn't leave it alone I cut off that scab It was a doorway trying to seal itself shut But I climbed through  Now I'm somewhere I am not supposed to be And I can see things I know I really shouldn't see And now I know why now, now I know why Things aren't as pretty, on the inside  There is no you, there is only me There is no you, there is only me There is no fucking you, there is only me There is no fucking you, there is only me  Only Only Only Only Only Only Only Only  "
90,Orchids,Stone Sour,264,angry,"You hold me inside your iris a terminal stain on life You condescend to my primal brain and twist me around like a knife Can't begin to explain The feelings I have restrained Don't ask me how I am Because you're too busy planning your epitaph Let me tell you DON'T - try to be the ONE - person Who has STAYED - just to say They never left me! Aggravated, complicated, someone say it You keep me hidden behind a curtain, You feed me orchids to give me courage and keep me in line with disdain Can't begin to explain The feelings I have restrained Don't ask me how I am Because you're too busy planning your epitaph Let me tell you DON'T - try to be the ONE - person Who has STAYED - just to say They never left me! Aggravated, complicated, someone say it I have nothing left for you you left me with nothing I have nothing left for you I live at arm's length and die a little, between your constants by day I want my soul back before it's over, I can't even wish you away Can't begin to explain The feelings I have restrained Don't ask me how I am Because you're too busy planning your epitaph Let me tell you DON'T - try to be the ONE - person Who has STAYED - just to say They never left me! Aggravated, complicated, someone say it I NEVER LEARN!! å¶ä½äºº çæè¯­ "
91,Paint It Black,Vanessa Carlton,215,angry,"I see a red door and I want it painted black No colors anymore, I want them to turn black I see the girls walk by dressed in their summer clothes I have to turn my head until my darkness goes  I see a line of cars and they are painted black With flowers and my love both never to come back I see people turn their heads, they quickly look away Like a new born baby it just happens every day  I look inside myself and see my heart is black I see my red door and it's heading into black Maybe then I'll fade away and not have to face the facts It's not easy facing up when your whole world is black I wanna see it painted, painted, painted black, oh baby I wanna see it painted, painted, painted black, oh baby  No more will my green sea go turn a deeper blue I could not foresee this thing happening to you If I look hard enough into the setting sun My love will laugh with me before the morning comes  I wanna see it painted, painted, painted black Oh, black as night black as coal I wanna see the sun blotted out from the sky Painted, painted, painted black, oh baby Painted, painted, painted black  "
