64,Kill You,Eminem,267,"When I was just a little baby boyMy mamma used to tell me these crazy thingsShe used to tell me my daddy was an evil manShe used to tell me he hated meBut then I got a little bit older and I realized she was the crazy oneAnd there was nothing I could do or say to change herCause that's just the way she wasThey said I can't rap about being broke no moreThey didn't say I can't rap about coke no more(Ahh)Slut, you think I won't choke no whoreTill her vocal cords don't work in her throat no more(Ahh)These motherfuckers are thinking I'm playin'Thinking I'm sayin' this shit 'cause I'm thinkin' itJust to be sayin' it(Ahh)Put your hands down bitch I ain't gon' shoot youI'mma pull you to this bullet and put it through you(Ahh)Shut up, slut you're causing too much chaosJust bend over and take it like a slut, ok maOh, now he's raping his own mother, abusing herWorse snortin' coke, and we gave him the Rolling Stone cover?You're goddamn right bitch, and now it's too lateI'm triple-platnum and tragedies happened in two statesI invented violence you vile, venomous, vomital bitchesVain, vicadin, vrin-vrin-vrinTouch this chainsaw, left his brains allDangling from his neck while his head barely hangs onBlood, guts, guns, cutsKnives, lives, wives, nuns, slutsBitch, I'mma kill youYou don't wanna fuck with meGirls leave, you ain't nothin' but a slut to meBitch, I'mma kill youYou don't got the balls to beefWe ain't gon' never stop beefin'I don't squash the beefYou better kill meI'mma be another rapper deadFor poppin' off at the mouth with shit I shouldn't have saidBut when they kill meI'm bringin' the world with meBitches too, you ain't nothin' but a girl to meI said you don't wanna fuck with Shady(Cause why?)Cause Shady will fuckin' kill you(Ha-ha)You don't wanna fuck with Shady(Why?)Cause Shady will fuckin' kill youBitch, I'mma kill youLike a murder weapon I'mma conceal youIn a closet with mildew, sheets, pillows & film youFuck with me, I've been through hell, shut the hell upI'm try-na to develop these pictures of the devil to sell themI ain't Acid Rap but I rap on acidGot a new blow torch and just had a strap-on addedWoops, is that a subliminal hint? No!It's criminal intent, to sodomize women againEminem offend? No, Eminem'll assaultAnd if you ever give it to him you'll give him an impulseTo do it again, then if he does it againYou probabaly end up jumping out of something up in the tentsBitch, I'mma kill youI ain't done, this ain't the chorusI ain't even drug you in the woods yet to paint the forestA bloodstain is orange after you wash it three or four timesIn a tub but that's normal ain't it Norman?Serial killer hiding murder materialIn a cereal box on top of your stereoHere we go again, we're out of out medicine Out of our minds, and we want in yours Let us inOr I'mma kill youYou don't wanna fuck with meGirls leave, you ain't nothin' but a slut to meBitch, I'mma kill youYou don't got the balls to beefWe ain't gon' never stop beefin'I don't squash the beefYou better kill meI'mma be another rapper deadFor poppin' off at the mouth with shit I shouldn't have saidBut when they kill meI'm bringin' the world with meBitches too, you ain't nothin' but a girl to meI said you don't wanna fuck with Shady(Cause why?)Cause Shady will fuckin' kill you(Ha-ha)You don't wanna fuck with Shady(Why?)Cause Shady will fuckin' kill youHe-hehKnow why I say these thingsCause ladies screams be creepin' in Shady's dreamsAnd the way things seem, I shouldn't have to pay these shrinksThese eighty g's so he can say the same things tweeceTwice, whatever, I hate these thingsFuck shots, I hope this weed'll outweigh these drinksMotherfuckers want me to come on their radio showsJust to argue with them 'cause their ratings stink?Fuck that, I'll choke radio announcer to bouncerFrom that bitch to all seventy thousand pounds of herFrom the princapal to student body and counselerFrom in school to before school to outta schoolI don't even believe in breathin'I'm leavin' air in your lungs so you can keep screamin'For me to seep itOkay, I'm ready to go playI got the machette from OJI'm ready to make everyone's throats acheYou faggots keep egging me onTill I have you at knife point then you beg me to stop?Shut up, give me your hands and feetI said shut up when I'm talking to youYou hear me? Answer meOr I'mma kill youYou don't wanna fuck with meGirls leave, you ain't nothin' but a slut to meBitch, I'mma kill youYou don't got the balls to beefWe ain't gon' never stop beefin'I don't squash the beefYou better kill meI'mma be another rapper deadFor poppin' off at the mouth with shit I shouldn't have saidBut when they kill meI'm bringin' the world with meBitches too, you ain't nothin' but a girl to meI said you don't wanna fuck with Shady(Cause why?)Cause Shady will fuckin' kill you(Ha-ha)You don't wanna fuck with Shady(Why not?)Cause Shady will fuckin' kill youHa-ha-ha!I'm just playin' ladiesYou know I love you"
65,kiss,Korn,250,"Some deny and search for things that never come aroundDo I feel like a fool?The places I have ran to all my life have disappearedAnd I owe this all to youI'm feeling like I'm sinkingAnd nothing's there to catch me, keep me breathingWhat do I have to do?Why can't this hurt be through?I'm going head untoSomething I know I will failWhy can't this kiss be trueWhy won't you please let me through?I don't understand why you always push me awayThe last thing I would like to do before I go awayIs cry there next to you (next to you)Cry and talk about the good old days and where they've goneAnd now how much I hate youWhat do I have to do?Why can't this hurt be through?I'm going head untoSomething I know I will failWhy can't this kiss be trueWhy won't you please let me through?I don't understand why you always push me awayI feel the blood drip off my body as it falls right thereOn the groundWhat am I now?What am I now?What am I now?What do I have to do?Why can't this hurt be through?I'm going head untoSomething I know I will failWhy can't this kiss be trueWhy won't you please let me through?I don't understand why you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me awayWhy you always push me away"
66,Kiss Off,Violent Femmes,176,"I need someone, a person to talk toSomeone who'd care to loveCould it be you?Could it be you?The situation gets rough, and I start to panicIt's not enough, it's just a habitAnd, kid, you're sickWell, darling, this is itWell, you can all just kiss off into the airBehind my back, I can see them stareThey'll hurt me bad, but I won't mindThey'll hurt me bad, they do it all the time ï¼yeah, yeah!ï¼Yeah, they do it all the time ï¼yeah, yeah!ï¼They do it all the time ï¼do it all the time!ï¼They do it all the time ï¼do it all the time!ï¼They do it all the time, do it all the timeI hope you know that this will go down on your permanent record!Oh, yeah? Well, don't get so distressedDid I happen to mention that I'm impressed?I take one, one, one 'cause you left meAnd two, two, two for my familyAnd three, three, three for my heartacheAnd four, four, four for my headachesAnd five, five, five for my lonelyAnd six, six, six for my sorrowAnd seven, seven for no tomorrowAnd eight, eight, I forget what eight was forBut nine, nine, nine for the lost godsTen, ten, ten, ten for everything, everything, everythingWell, you can all just kiss off into the airBehind my back, I can see them stareThey'll hurt me bad, but I won't mindThey'll hurt me bad, they do it all the time ï¼yeah, yeah!ï¼Yeah, they do it all the time ï¼yeah, yeah!ï¼They do it all the time ï¼do it all the time!ï¼They do it all the time ï¼do it all the time!ï¼They do it all the time, do it all the time, do it all the time"
67,Lamb Of God,Marilyn Mans,746,There was christ in the metal shellThere was blood on the pavementThe camera will make you GodUntil jack becomes saintedIf you die when there's no one watchingAnd your ratings drop and your forgottenIf they kill you on their T.V.You're a martyr in the Lamb of GodNothing's gunna changeNothing's gunna change the worldThere was Lennon in the happy gunThere were ruds on the pavementWe were looking for the Lamb of GodWe were looking for our DavidIf you die when there's no one watchingAnd your ratings drop and your forgottenDid they kill you on their T.V.You're a martyr in the Lamb of GodNothing's gunna change the worldNothing's gunna changeNothing's gunna change the worldNothing's gunna change the worldIt took three days for him to dieThe born again to buy the serial rightsLamb of God have mercy on usLamb of God would you grant us?Nothing's gunna change the worldNothing's gunna changeNothing's gunna change the worldNothing's gunna changeNothing's gunna change the worldNothing's gunna changeNothing's gunna change the worldNothing's gunna change the worldIf you die when there's no one watchingAnd your ratings drop and your forgottenIf they kill you on their T.V.You're a martyr in the Lamb of GodNothing's gunna change the world
68,Leper Messiah,Metallica,343,"Spineless from the start, sucked into the partCircus comes to town, you play the lead clownPlease, pleaseSpreading his disease, living by his storyKnees, kneesFalling to your knees, suffer for his gloryYou willTime for lust, time for lieTime to kiss your life goodbyeSend me money, send me greenHeaven you will meetMake a contributionAnd youll get a better seatBow to Leper MessiahMarvel at his tricks, need your Sunday fixBlind devotion came, rotting your brainChain, chainJoin the endless chain, taken by his glamourFame, FameInfection is the game, stinking drunk with powerWe seeTime for lust, time for lieTime to kiss your life goodbyeSend me money, send me greenHeaven you will meetMake a contributionAnd youll get a better seatBow to Leper MessiahWitchery, weakeningSees the sheep are gatheringSet the trap, hypnotizeNow you followTime for lust, time for lieTime to kiss your life goodbyeSend me money, send me greenHeaven you will meetMake a contributionAnd youll get a better seatLie,lie ,lie,lie,lie,lie,lie,lie"
69,Let Me Down,Kelly Clarkson,207,"I think I might be a fortune tellerI read your face just like a letterThe funny thing about foreverIs it comes with a side of never neverI cant buy into what you're sellingAnd no its not that I don't want itBelieve me I love to close my eyes, enjoy the rideBut you've made a bad decision and II know, I know, I know,I know, I know, I knowYou're only gonna let me downWhen it counts, you countdownYou're only gonna turn me outAs I burn, you burn outYou're only gonna make me feel so crazyBut when I think we could be somethingYou go and let me down, let me down, ohI am too smart to let you in hereBut I'm just dumb enough to lingerI wanna think that you'll be differentSmoking mirrors are so clever cleverI picked him and things went so badThen what you say won't actually happenI've been dying to open my eyesSee you try instead of always leaving me out to dryYou're only gonna let me downWhen it counts, you countdownYou're only gonna turn me outAs I burn, you burn outYou're only gonna make me feel so crazyBut when I think we could be somethingYou go and let me down, let me down, ohI need i need  to be there when you say you're gonna beI care I care to much and you care enough to leaveI want I want some place to rest my head without waitingIt's not fair, It's not fair, It's not fair, It's not fairIt's not fair to me, cause I know by nowYou're only gonna let me downWhen it counts, you countdownYou're only gonna turn me outAs I burn, you burn outYou're only gonna make me feel so crazyBut when I think we could be somethingYou go and let me down, let me downYou're only gonna let me downWhen it counts, you countdownYou're only gonna turn me outAs I burn, you burn outYou're only gonna make me feel so crazyBut when I think we could be somethingYou go and let me down, let me down, oh"
70,Liberate,Disturbed,211,"Bold motherfucker don't you limit your mindLiberate your mindYou motherfucker, you're so narrow mindedSo narrow mindedSo, liberate your mindYou motherfucker, will you liberate your mindLiberate your mindYou motherfucker, you're so narrow mindedSo narrow mindedSo, liberate your mindYou motherfucker, will you liberate your mindThis timeBold motherfuckerDon't you limit your mindCan't you see that the paceHas just fallen behindAll the hate in your heartWill be leaving you blindSo bold motherfuckerDon't you limit your mindBold motherfuckerDon't you limit your mindCan't you see that the paceHas just fallen behindAll the hate in your heartWill be leaving you blindSo bold motherfuckerDon't you limit your mind this timeWaiting,For your modern messiahTo take away all the hatredThat darkens the light in your eyeStill awaiting ILiberate your mindYou motherfucker, you're so narrow mindedSo narrow mindedSo, liberate your mindYou motherfucker, will you liberate your mindLiberate your mindYou motherfucker, you're so narrow mindedSo narrow mindedSo, liberate your mindYou motherfucker, will you liberate your mindThis timeBold motherfuckerDon't you limit your mindCan't you see that the paceHas just fallen behindAll the hate in your heartWill be leaving you blindSo bold motherfuckerDon't you limit your mindBold motherfuckerDon't you limit your mindCan't you see that the paceHas just fallen behindAll the hate in your heartWill be leaving you blindSo bold motherfuckerDon't you limit your mind this timeWaiting,For your modern messiahTo take away all the hatredThat darkens the light in your eyeStill awaiting I""Out of zion shall come forth the lawAnd the word of the lord from JerusalemNation shall not raise sword against nationAnd they shall not learn war anymoreFor the mouth of the lord hath spoken""Waiting,For your modern messiahTo take away all the hatredThat darkens the light in your eyeHow long will we be waitingFor your modern messiahTo take away all the hatredThat darkens the light in your eyeStill awaiting IStill awaiting I"
71,Like Toy Soldiers,Eminem,303,"Step by step, heart to heart, left right leftWe all fall down...Step by step, heart to heart, left right leftWe all fall down like toy soldiersBit by bit, torn apart, we never winBut the battle wages on for toy soldiersI'm supposed to be the soldier who never blows his composureEven though I hold the weight of the whole world on my shouldersI am never supposed to show it, my crew ain't supposed to know itEven if it means goin' toe to toe with a Benzino it don't matterI'd never drag them in battlesthat I can handle unless I absolutely have toI'm supposed to set an exampleI need to be the leader, my crew looks for me to guide 'emIf some shit ever just pop off, I'm supposed to be beside 'emNow Ja said ""I tried to squash it, it was too late to stop it""There's a certain line you just don't cross and he crossed itI heard him say Hailie's name on a song and I just lost itIt was crazy, this shit be way beyond some Jay-z and Nas shitAnd even though the battle was won, I feel like we lost itI spent too much energy on it, honestly I'm exhaustedAnd I'm so caught in it I almost feel I'm the one who caused itThis ain't what I'm in hip-hop for, it's not why I got in itThat was never my object for someone to get killedWhy would I wanna destroy something I help buildIt wasn't my intentions, my intentions was goodI went through my whole career without ever mentionin' (?)Plus Dre told me stay out, this just wasn't my beefSo I did, I just fell back, watched and gritted my teethWhile he's all over t.v. down talkin' a man who literally saved my lifeLike fuck it i understand this is businessAnd this shit just isn't none of my businessBut still knowin' this shit could pop off at any minute cuzStep by step, heart to heart, left right leftWe all fall down like toy soldiersBit by bit, torn apart, we never winBut the battle wages on for toy soldiersThere used to be a time when you could just say a rhymeAnd wouldn't have to worry about one of your people dyin'But now it's elevated cuz once you put someone's kids in itThe shit gets escalated, it ain't just words no more is it?It's a different ball game, callin' names and you ain't just rappin'We actually tried to stop the 50 and Ja beef from happenin'Me and Dre had sat with him, kicked it and had a chat with himAnd asked him not to start it he wasn't gonna go after himUntil Ja started yappin' in magazines how we stabbed himFuck it 50 smash 'em, mash 'em and let him have itMeanwhile my attention is pullin' in other directionsSome receptionist at The Source who answers phones at his deskHas an erection for me and thinks that I'll be his ressurectionTries to blow the dust off his mic and make a new recordBut now he's fucked the game up cuz one of the ways I came upWas through that publication the same one that made me famousNow the owner of it has got a grudge against me for nothin'Well fuck it, that mutherfucker can get it too, fuck him thenBut I'm so busy being pissed off I don't stop to thinkThat we just inherited 50's beef with Murder Inc.And he's inherited mine which is fine ain't like either of us mindWe still have soldiers that's on the front lineThat's willing to die for us as soon as we give the ordersNever to extort us, strictly to show they support usWe'll maybe shout 'em out in a rap or up in a chorusTo show them we love 'em back and let 'em know how important it isTo have run ya nav and who sulked us up in our cornersTheir loyalty to us is worth more than any award isBut I ain't tryna have none of my people hurt and murderedThere ain't words that I can't think of a perfecter way to word itThen to just say that I love ya'll too much to see the virdictI'll walk away from it all before I let it go any furtherBut don't get it twisted, it's not a plea that I'm coppin'I'm just willin' to be the bigger manIf ya'll can quit poppin' off at your jaws with the knockin'Cuz frankly I'm sick of talkin'I'm not gonna let someone elses coffin rest on my conscience cuzStep by step, heart to heart, left right leftWe all fall down like toy soldiersBit by bit, torn apart, we never winBut the battle wages on for toy soldiers"
72,Limp Bizkit,The Truth,327,"You can't sleep, you're restlessand slightly obsessed with falling too deepand malfunction, you're a viruswho's intention is fucking up somethingYou're a crateron the face of a problem much greaterIt's the violence, or lack thereof controlBody and soul, digging a holeIs the blood stainless?Enjoy the pain with accepting your griefAre you finished?Dumb fucking question, don't let yourself fall asleepRessurect the intentionOnce your vision is now mass-produced,Imagine the insults a blessingimagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truthJust imagine accepting the truthImagine accepting the truthThe pendulum swingingHypnosis has taken control, now you lingeron a shadow of a doubtHave you really figured what you're all about?Don't trust your instinctsJust open the chamber where you keep those darkest regretsAll the things you've done wrongRebellious at heart all alongIs your leader a voice?Somehow you replaced all your game with a debtNow the payback's a bitchWhy owe your life to a bitch?Absolutely patheticand regret it when told you are made of mistakesImagine the insults a blessingimagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truthNow speak to your leader!Now speak to your leader!Your father who art in heavenHallowed be thy name,deliver us from evil, deliver us from evilYour father who art in heavenHallowed be thy name,deliver us from evil, deliver us from evilOur father who art in heavenHallowed be thy name,deliver me from evil, deliver me from evilOur father who art in heavenHallowed be thy name,deliver me from evil, deliver me from evilImagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truthImagine accepting the truth"
73,Little Smirk,Theory Of A Deadman,211,"If heaven is a place where the angels go,Well then I've got a story to tell,If heaven is a place where the angels go,Then I guess you're going straight to hell!Don't wanna leave you no never,Cause we're perfect together,Never wanna be apart,Dared to take on the simple life.There was trouble for us when I came home early,Never would expect to see this,Its fair to say ""Couldnt believe my eyes""You cracked a smile but had nothing to say,So I made a list of on how you're going to pay!I Locked you out, left you naked in the front yard,Burned all of your clothes, having nothing can be really hardNow I'm on the run,I'd do it all again,So Catch me if you can,Cause, I took your car,With your baby in the back seat,Wracked your credit card,Your in debt to deadbeat,Maybe now you know how much it hurt,When I caught you in the act wearing nothing but a Little Smirk!Now I feel better, but its hard to forget,I never think about looking back,Cause time has no meaning when your free,This is what you get,Karma bitch,Now I see what you really are,Cause happiness is the best revenge,Caught red handed with a grin on your face,Didn't think you'd be easy to replace!I Locked you out, left you naked in the front yard,Burned all of your clothes, having nothing can be really hard,Now I'm on the run,I'd do it all again,So Catch me if you can,Cause, I took your car,With your baby in the back seat,Wracked your credit card,Your in debt to a deadbeat,Maybe now you know how much it hurt,When I caught you in the act wearing nothing but a Little Smirk!Again and again and again and again and e-yeah....If heaven is a place where the angels go,Well then I've got a story to tell,If heaven is a place where the angels go,Then I know I'm going straight to hell!I Locked you out, left you naked in the front yard,Burned all of your clothes, having nothing can be really hard,Now I'm on the run,I'd do it all again,So Catch me if you can,Cause, I took your car,With your baby in the back seat,Wracked your credit card,Your in debt to a deadbeat,Maybe now you know how much it hurt,When I caught you in the act wearing nothing but a Little Smirk!Wearing nothing but a Little Smirk!"
74,Lose Yourself,Eminem,330,Look' if you had one shot' one opportunityTo seize everything you ever wantedâ¦One momentWould you capture it or just let it slip?His palms are sweaty' knees weak' arms are heavyThere's vomit on his sweater already' mom's spaghettiHe's nervous' but on the surface he looks calm and readyTo drop bombs' but he keeps on forgettinWhat he wrote down' the whole crowd goes so loudHe opens his mouth' but the words won'te outHe's chokin' how everybody's jokin nowThe clock's run out' time's up over' bloah!Snap back to reality' Oh there goes gravityOh' there goes Rabbit' he chokedHe's so mad' but he won't give up thatIs he? NoHe won't have it ' he knows his whole back city's ropesIt don't matter' he's dopeHe knows that' but he's brokeHe's so stacked that he knowsWhen he goes back to his mobile home' that's when it'sBack to the lab again yoThis whole rap shitHe better go capture this moment and hope it don't pass himYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoThe soul's escaping' through this hole that it's gapingThis world is mine for the takingMake me king' as we move toward a' new world orderA normal life is borin' but superstardom's close to post mortarIt only grows harder' only grows hotterHe blows us all over these hoes is all on himCoast to coast shows' he's know as the globetrotterLonely roads' God only knowsHe's grown farther from home' he's no fatherHe goes home and barely knows his own daughterBut hold your nose cuz here goes the cold waterHis bosses don't want him no mo' he's cold productThey moved on to the next schmoe who flowsHe nose dove and sold nadaSo the soap opera is told and unfoldsI suppose it's old potna' but the beat goes onDa da dum da dum da daYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoNo more games' I'ma change what you call rageTear this mothafuckin roof off like 2 dogs cagedI was playin in the beginnin' the mood all changedI been chewed up and spit out and booed off stageBut I kept rhymin and stepwritin the next cypherBest believe somebody's payin the pied piperAll the pain inside amplified by the factThat I can't get by with my 9 to 5And I can't provide the right type of life for my familyCuz man' these goddam food stamps don't buy diapersAnd it's no movie' there's no Mekhi Phifer' this is my lifeAnd these times are so hard and it's getting even harderTryin to feed and water my seed' plusSee dishonor caught up bein a father and a prima donnaBaby mama drama's screamin on andToo much for me to wannaStay in one spot' another jam or notHas gotten me to the point' I'm like a snailI've got to formulate a plot fore I end up in jail or shotSuccess is my only mothafuckin option' failure's notMom' I love you' but this trail has got to goI cannot grow old in Salem's lotSo here I go is my shot.Feet fail me not cuz maybe the only opportunity that I gotYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoYou better lose yourself in the music' the momentYou own it' you better never let it goYou only get one shot' do not miss your chance to blowThis opportunityes once in a lifetime yoYou can do anything you set your mind to' man
75,Lunchbox,Marilyn Manson,274,"The big bully try to stick his finger in my chestTry to tell me, tell me he's the bestBut i don't really give a good goddamn causeI got my lunchbox and i'm armed real wellI got my lunchbox and i'm armed real wellI got my lunchbox and i'm armed real wellI wanna grow upI wanna be a big rock and roll starI wanna grow upI wanna beSo no one fucks with meI got the pencils in my pocket, try to put me downWanna go out, gotta get outTo the playground, gonna throw down at the playgroundI wanna go outNext motherfucker gonna get my metalNext motherfucker gonna get my metalNext motherfucker gonna get my metalNext motherfucker gonna get my metalPow pow pow, pow pow pow, pow pow pow, pow pow powI wanna grow upI wanna be a big rock and roll starI wanna grow upI wanna beSo no one fucks with meI wanna grow upI wanna be a big rock and roll starI wanna grow upI wanna beSo no one fucks with meI wanna grow upI wanna be a big rock and roll starI wanna grow upI wanna beSo no one fucks with me"
1,Anyone Of Us (Stupid Mistake),Gareth Gates,231,"i've been letting you down, downgirl i know i've been such a foolgiving into temptationi should have played it coolthe situation got out of handi hope you understandit can happen to anyone of usanyone you think ofanyone can fallanyone can hurt someone they lovehearts will breakcos i made a stupid mistakeit can happen to anyone of ussay you will forgive meanyone can failsay you will believe mei can't escapemy heart will breakcause i made a stupid mistakea stupid mistakeshe was kind of excitinga little crazyi should have knownshe must have altered my sensesas i offered to walk her homethe situation got out of handi hope you understandit can happen to anyone of usanyone you think ofanyone can fallanyone can hurt someone they lovehearts will breakcos i made a stupid mistakeit can happen to anyone of ussay you will forgive meanyone can failsay you will believe mei can't escapemy heart will breakcause i made a stupid mistakea stupid mistakea stupid mistakeshe means nothing to menothing to mei swear every word is truei don't wanna lose youthe situation got out of handi hope you understandit can happen to anyone of usanyone you think ofanyone can fallanyone can hurt someone they lovehearts will breakcos i made a stupid mistakeit can happen to anyone of ussay you will forgive meanyone can failsay you will believe mei can't escapemy heart will breakcause i made a stupid mistakeanyone can fallanyone can hurt someone they lovehearts will breakcos i made a stupid mistakea stupid mistake"
2,Around The World,Aqua,213,"I've been around the worldHey, hey I've been around the world Hey, hey In the kitchen where I'm cooking what is good for me Spices from the globe Little by little it's the finest mealIt's appetite for hope come and see You mix it all together in your dreams Ingredients from the seven Seas and I'm realizing things ain't what they seem That's the riddle of it That's the spirit of itThat's the power of lifeI've been around the world (Round the world)And I've seen it all (Seen it all)I've been around the world (Round the world)The sun will always rise and fallI've been around the world (Round the world)And I want you to see (Seen it all)I've been the only girl (Round the world) All surrounded by mysteryIn the living room I'm cleaning up from top to floor the place I love the mostThe wall is covered up with all my souvenirsI've got from coast to coast,come and see You mix it all together in your dreams Ingredients from the seven Seas and I'm realizing things ain't what they seem That's the riddle of it That's the spirit of it That's the power of lifeI've been around the world (Round the world)And I've seen it all (Seen it all)I've been around the world (Round the world) The sun will always rise and fall I've been around the world (Round the world)And I want you to see (Seen it all)I've been the only girl (Round the world) All surrounded by mysteryI'm still coming around I keep chasing dreams Girl, I keep coming around Hey, Hey I keep coming around And I can never stop Girl, I keep coming around Cause if I do I'll walk Around around around the world I've been around the world (Round the world) Hey hey (Seen it all) I've been around the world (Round the world)All surrounded by mystery I've been around the world (Round the world)And I've seen it all (Seen it all)I've been around the world (Round the world)The sun will always rise and fall Round the world "
3,Bruises,Chairlift,241,I tried to do handstands for youI tried to do headstands for youEvery time I fell on youYeah every time I fellI tried to do handstands for youBut every time I fell for youI'm permanently black and bluePermanently blue for youI tried to do handstands for youI tried to do headstands for youEvery time I fell on youYeah every time I fellI tried to do handstands for youBut every time I fell for youI'm permanently black and bluePermanently blue for you-woo...For you-woo...So black and blue-woo...For you-woo...I grabbed some frozen strawberriesSo I could ice your bruisy kneesBut frozen things they all unfreeze and now I taste likeAll those frozen strawberries I used to chill your bruisy kneesHot July ain't good to meI'm pink and black and blueI got bruises on my knees for youAnd grass stains on my knees for youGot holes in my new jeans for youGot pink and black and blueGot bruises on my knees for youAnd grass stains on my knees for youGot holes in my new jeans for youGot pink and black and blue for you-woo...For you-woo...So black and blue-woo...For you-woo...Do-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-doDo-do-o-do-do-do
4,Bubbly,Colbie Caillat,222,"will you come in...I've been awake for a while nowyou've got me feelin like a child nowcause every time i see your bubbly facei get the tinglies in a silly placeIt starts in my toesthen i crinkle my nosewhere ever it goes i always knowthat you make me smileplease stay for a while nowjust take your timewhere ever you goThe rain is fallin on my window panebut we are hidin in a safer placeunder the covers stayin safe and warmyou give me feelins that i adoreIt starts in my toesmakes me crinkle my nosewhere ever it goes i always knowthat you make me smileplease stay for a while nowjust take your timewhere ever you goWhat am i gonna saywhen you make me feel this wayI just........mmmmmmmmmmmIt starts in my toesmakes me crinkle my nosewhere ever it goes i always knowthat you make me smileplease stay for a while nowjust take your timewhere ever you goI've been asleep for a while nowYou tucked me in just like a child nowCause every time you hold me in your armsIm comfortable enough to feel your warmthIt starts in my soulAnd I lose all controlWhen you kiss my noseThe feelin showsCause you make me smileBaby just take your timeHoldin me tightWhere ever, where ever, where ever you goWhere ever, where ever, where ever you go...where ever you go... i always knowcause you make me smile in just for a while"
5,Captains And Cruise Ships,Owl City,246,"I am stuck in L.A.Through the week and can't get awayAnd you're alone on the pierIn West Palm Beach on your holidayStormy night, reawakethe stomach ache that i've acquiredfrom feeling down, things look grimand i'm so sick of being tiredapartment lights go darkand it's depressing but what can i do?the midnight streets feel deadwhen i am so used to driving with youbrighter lights fill the night andbluer skys reflect in your eyesAs I inspect and analyzeAll of these dreams I don't recognizeif you're still up when the shipsin the port prepare to set sailcomb the beach and put those blue flowers up in your ponytailinside my headyou're voice is still resounding but what can i do?Empty rooms feel cold when I am so used to being with youCount the stars, watch the waves absorb the summer sunand think of mewhen you explore hidden coves and tiny island chains throughout the seaCan you stillhear my voicewhen I'm outside from over the phoneFor what its worthdarling dearI wish you were hereCause I feel alonewhen you were home we'd sing but since you've left I don't hear anythingThough I feel so sad, I can't believe things are really that badOld captains and brand new cruise shipsSailing over the briney seaWhen I crashed my beloved desk jobAnd swim through the debrisI'll cut loose leave this mad house,bound for the Atlantic blueI'll stroll down your treelined drivewayand sail the ocean with youHappy Chinese Valentine's Day!For YYTby vfind07.Aug.2008"
6,Carried Away,Passion Pit,224,"Since my heart is goldenI've got sense to hold inTempted just to make an ugly sceneNo I'm not as properMy money's in copperRipped down from the brownstones to the street.Listen, I'm your friend, don't quote meBut not a friend worth notingYes, please don't ever note me as your friendWho says we have cold hearts?Acting out our old partsDance before my favorite little scene, oh oh oh oh.I get carried away, carried away, from youWhen I'm open and afraidCause I'm sorry, sorry 'bout thatSorry 'bout things that I've saidAlways let it get in my way.All your appeal, once again we'd feelHigher education making senseJustify your thesis, certain that you need thisTell me what your point is in defense.Listen, I don't really know youAnd I don't think I want toBut I think I can fake it if you canLet's agree there's no need, no more talk of moneyLet's just keep pretending to be friends, oh oh oh.I get carried away, carried away, from youWhen I'm open and afraidCause I'm sorry, sorry 'bout thatSorry 'bout things that I've saidAlways let it get in my wayI get carried away, carried away, from youWhen I'm open and afraidCause I'm sorry, sorry 'bout thatSorry 'bout things that I've saidAlways let it get in my way.Wake up in the morning, wake up in the eveningWake up when you want to'Cause no one's really watchingWish you had something to say about itBut we all have problemsWe're all having problemsAnd we all got something to say.I get carried away, carried away, from youWhen I'm open and afraid'Cause I'm sorry, sorry 'bout thatSorry 'bout things that I've saidAlways let it get in my wayI get carried away, carried away, from youWhen I'm open and afraid'Cause I'm sorry, sorry 'bout thatSorry 'bout things that I've saidAlways let it get in my way"
